module_id	family_id
M139450	22149
M139456	22150
M139460	22151
M139461	22152
M139468	22153
M139473	22154
M139477	22155
M139479	3871
M13948	3871
M139480	22156
M139481	22157
M139485	22158
M139487	22159
M139489	1333
M139492	1333
M139496	1333
M139499	22160
M139502	610
M139504	3872
M139505	3872
M139508	610
M13951	610
M139510	610
M139511	22161
M139512	22162
M139513	3873
M139514	3873
M13952	22163
M139522	3874
M139523	3875
M139527	3875
M13953	3874
M139531	22164
M139535	22165
M139536	22166
M139540	22167
M139542	22168
M139548	22169
M139549	22170
M139550	22171
M139556	22101
M139568	22102
M139569	22103
M13957	22104
M139570	22105
M139571	22106
M139572	22107
M139573	3865
M139574	22108
M139575	22109
M139576	22110
M139580	22111
M139583	3866
M139585	22112
M139586	22113
M139587	22114
M139588	22115
M139589	22116
M139593	22117
M139597	22118
M139599	22119
M139602	22120
M139606	22121
M139608	22122
M139609	22123
M139611	3865
M13962	1316
M139625	3867
M139626	3867
M139627	22124
M139629	3868
M13963	3868
M139630	22125
M139638	22126
M139639	22127
M139641	22128
M139643	3869
M139644	3869
M139645	22129
M139650	22130
M139653	22131
M139654	22132
M139656	22133
M139657	1331
M139658	1331
M13966	1331
M139662	3866
M139663	22134
M139664	22135
M139665	22136
M139666	22137
M139668	22061
M139669	22062
M139671	22063
M139675	22064
M139676	22065
M139678	22066
M139679	22067
M139691	22068
M139698	22069
M139699	22070
M13970	22071
M139704	22072
M13971	22073
M139718	22074
M139719	22075
M13972	22076
M139720	22077
M139721	3862
M139722	3862
M139723	3863
M139724	3863
M139725	22078
M139726	22079
M139727	22080
M139731	22081
M139732	22082
M139734	22083
M13974	22084
M139740	22085
M139743	22086
M139745	22087
M139746	22088
M139749	22089
M139754	22090
M139757	22091
M139758	3864
M139759	22092
M139765	3864
M139768	22093
M139772	22094
M139775	22095
M139777	22096
M13978	22097
M139786	22098
M139787	22099
M139789	22100
M139790	22023
M139799	22024
M1398	22025
M13980	22026
M139800	22027
M13981	22028
M139812	22029
M139815	22030
M139817	22031
M139818	22032
M13982	3858
M139820	3858
M139826	22033
M139829	22034
M13983	22035
M139833	22036
M139834	22037
M139844	22038
M139848	22039
M13985	22040
M139850	1330
M139858	1330
M139860	22041
M139862	1330
M139869	22042
M13987	22043
M139876	22044
M13988	22045
M139895	22046
M139896	3859
M139897	3859
M139899	22047
M1399	22048
M13990	22049
M139900	22050
M139901	22051
M139902	22052
M139905	22053
M139907	22054
M139908	22055
M13991	3860
M139918	3860
M139925	22056
M139926	3861
M139927	3861
M13993	22057
M139930	22058
M139934	22059
M13994	22060
M139945	21985
M139951	21986
M139952	21987
M139954	3854
M139956	3854
M139957	3855
M13996	21988
M139969	21989
M139973	21990
M139975	3855
M139977	21991
M139978	21992
M139979	3856
M139980	21993
M139981	21994
M139982	3857
M139987	21995
M13999	3857
M14	21996
M140	21997
M1400	21998
M14000	21999
M140001	22000
M140002	22001
M140003	22002
M140010	22003
M140017	22004
M140018	22005
M140020	22006
M140023	22007
M140025	1329
M140028	1329
M14003	1329
M140036	22008
M140045	22009
M140048	22010
M140049	22011
M14005	22012
M140052	22013
M140058	22014
M140059	3856
M140061	22015
M140062	22016
M140063	22017
M140066	22018
M140068	22019
M140069	22020
M14007	22021
M140073	22022
M140076	3848
M140084	3848
M140087	21949
M140088	1315
M14009	21950
M140090	21951
M140094	21952
M140096	21953
M140098	21954
M14010	3849
M140100	3849
M140101	21955
M140102	21956
M140108	21957
M140114	21958
M140115	21959
M140117	21960
M14012	21961
M140120	21962
M14013	1328
M140135	1328
M140136	1328
M140137	3850
M140138	3850
M140139	21963
M14014	21964
M140141	21965
M140142	21966
M140143	21967
M140144	3851
M140145	3851
M140146	21968
M140156	3852
M140158	21969
M14016	3852
M140160	21970
M140161	21971
M140162	21972
M140165	21973
M140173	21974
M140175	21975
M14018	21976
M140182	21977
M140185	3853
M140186	21978
M140191	3853
M140192	21979
M140193	21980
M140194	21981
M140195	21982
M140196	21983
M140197	21984
M140198	21909
M140199	21910
M14020	21911
M140200	21912
M140206	21913
M140209	21914
M140211	21915
M14022	21916
M140228	21917
M140233	21918
M140234	21919
M140238	21920
M140239	3845
M140241	21921
M140243	3845
M140246	21922
M140253	21923
M140255	21924
M140261	21925
M140266	21926
M140267	21927
M140268	21928
M140269	3846
M140271	3846
M140272	21929
M140273	21930
M140274	21931
M140278	21932
M14028	21933
M140282	21934
M140285	21935
M140286	3847
M140287	3847
M14029	21936
M140291	21937
M140293	21938
M1403	21939
M14030	21940
M140306	21941
M140308	21942
M14031	21943
M140314	21944
M140317	21945
M140318	21946
M140319	21947
M14032	21948
M140323	21870
M140324	3841
M140327	3841
M140328	21871
M140329	21872
M14033	21873
M140330	21874
M140331	21875
M140332	21876
M140333	21877
M140334	21878
M140335	21879
M140336	21880
M140337	21881
M14034	21882
M140346	21883
M140347	21884
M140350	3842
M140353	3842
M140359	3843
M140362	3843
M140364	21885
M140365	21886
M140366	21887
M14037	21888
M140378	21889
M140379	21890
M14038	21891
M140380	21892
M140382	21893
M140383	21894
M140384	21895
M140388	21896
M140392	21897
M140399	21898
M1404	21899
M140401	21900
M140405	21901
M140411	21902
M140421	21903
M140422	21904
M140424	21905
M140425	21906
M140427	3844
M140428	3844
M140430	21907
M140431	21908
M140432	3836
M14044	3836
M140440	21833
M140452	21834
M140465	21835
M140469	21027
M14047	21836
M140471	3837
M140472	3837
M140473	21837
M140474	21838
M140475	21839
M140476	21840
M140477	21841
M140478	21842
M14048	21843
M140480	21844
M140484	21845
M140486	21846
M140487	21847
M14049	3838
M140494	3838
M1405	3839
M140504	3839
M140506	21848
M14051	21849
M140516	21850
M140520	3840
M140524	3840
M140525	21851
M140526	21852
M14053	21853
M140531	21854
M140537	21855
M14054	21856
M140543	21857
M14055	21858
M140552	21859
M140554	21860
M140559	21861
M14056	21862
M140564	21863
M140567	21864
M140569	21865
M14057	21866
M140570	21867
M140574	21868
M14058	21869
M140581	21795
M14059	21796
M140599	21797
M1406	21798
M14060	21799
M140601	21800
M140608	21801
M140609	21802
M14062	21803
M140626	21804
M140628	21805
M14063	21806
M140631	21807
M140634	21808
M14064	21809
M140645	21810
M140649	21811
M14065	21812
M140654	21813
M140656	21814
M14066	3834
M140661	68
M140662	21815
M140663	21816
M140664	21817
M140665	3834
M140666	68
M140667	21818
M14067	21819
M140673	1327
M140674	1327
M140676	1327
M140680	68
M140681	21820
M140684	21821
M140685	68
M14069	21822
M140691	21823
M140692	21824
M140696	21825
M140699	21826
M14070	21827
M140705	21828
M140707	3835
M140708	3835
M140709	21829
M14071	21830
M140710	21831
M140712	21832
M140713	21761
M140714	21762
M140723	3827
M140737	21763
M140741	3827
M140745	21764
M14075	21765
M140756	68
M140757	21766
M140759	3828
M14076	21767
M140760	21768
M140761	3828
M140762	21769
M140763	3829
M140764	3829
M140766	21770
M140769	21771
M140771	21772
M140776	3830
M14078	21773
M140780	3830
M140781	21774
M140784	3831
M140786	3831
M140787	21775
M140790	21776
M140791	21777
M140796	21778
M140799	21779
M140802	21780
M140803	3832
M140806	21781
M140807	3832
M140808	21782
M14081	21783
M140810	21784
M140813	21785
M140815	21786
M140818	21787
M140822	21788
M140823	21789
M140824	3833
M140825	3833
M140827	21790
M14083	21791
M140830	21792
M140833	21793
M140834	21794
M140835	21722
M140836	1326
M14084	21723
M140841	21724
M140844	21725
M140847	1326
M14085	1326
M140852	21726
M140855	21727
M140856	21728
M140867	21729
M140868	21730
M140869	21731
M140870	21732
M140871	21733
M140872	21734
M140873	21735
M140874	21736
M140876	21737
M140877	21738
M140879	21739
M140882	21740
M140888	21741
M14089	3740
M140893	21742
M1409	21743
M140901	21744
M140904	21745
M140906	21746
M140914	21747
M140917	21748
M140927	21749
M140928	21750
M140929	21751
M14093	21752
M140931	21753
M140932	21754
M140933	21755
M140934	21756
M140935	21757
M140936	21758
M140937	21759
M14094	21760
M140941	21686
M140947	21687
M140949	21688
M14095	21689
M140951	1325
M140952	21690
M140953	21691
M140954	1325
M140956	21692
M140957	1325
M140958	3824
M14096	21693
M140962	3824
M140964	21694
M140965	21695
M140967	21696
M14097	21697
M140975	21698
M14098	21699
M140986	21700
M140988	21701
M14099	21702
M140990	21703
M140991	3825
M140992	21704
M140993	3826
M141	21705
M1410	3825
M14100	21706
M141000	3826
M141005	21707
M141007	21708
M14101	21709
M141011	21710
M141012	21711
M141013	21712
M141016	21713
M141020	21714
M141021	21715
M141023	21716
M141025	21717
M14103	21718
M141030	21719
M141032	21720
M141035	21721
M141036	21652
M141038	3818
M14104	3818
M141041	21653
M141046	21654
M141047	21655
M141048	21656
M141049	21657
M141051	21658
M141052	21659
M141053	3819
M141054	3819
M141055	21660
M141056	21661
M141058	3820
M14106	3821
M141060	21662
M141061	3821
M141062	3820
M141063	21663
M141068	21664
M14107	21665
M141073	21666
M14108	21667
M141080	21668
M141083	21669
M141085	1317
M141090	3822
M141091	3822
M141094	21670
M141095	21671
M141096	21672
M141099	21673
M1411	21674
M14110	21675
M141105	21676
M141108	21677
M14111	3823
M141113	3823
M141114	21678
M141118	21679
M14112	21680
M141121	21681
M141124	21682
M141127	21683
M141128	68
M14113	68
M141138	68
M141139	68
M14114	21684
M141140	21685
M141141	21616
M141144	3814
M141145	3814
M141146	21617
M141148	21618
M141149	21619
M14115	21620
M141150	21621
M141153	21622
M141154	21623
M141157	21624
M14116	21625
M141170	21626
M141171	3740
M141172	21627
M141174	21628
M141175	21629
M141180	21630
M141185	21631
M141186	1324
M141187	1324
M141188	1324
M141190	3815
M1412	3815
M14120	21632
M141201	21633
M141204	21634
M141208	21635
M141214	21636
M14123	21637
M141241	3816
M141243	3817
M141247	21638
M14125	21639
M141254	3817
M141257	3816
M14126	21640
M141267	21641
M141268	21642
M14127	21643
M141270	21644
M141271	21645
M141278	21646
M141279	21647
M14128	21648
M141280	21649
M141282	21650
M141283	21651
M141284	3810
M141285	21580
M141287	21581
M141288	3810
M14129	21582
M141298	21583
M141304	21584
M141309	21585
M14131	3811
M141317	3811
M141325	21586
M141330	609
M141336	609
M141339	3812
M141340	21587
M141341	3812
M141346	609
M14135	21588
M141350	609
M141351	21589
M141353	21590
M141355	21591
M141358	21592
M141359	21593
M141361	21594
M141362	21595
M141363	21596
M14137	21597
M141375	21598
M141376	21599
M141377	21600
M141378	21601
M141379	21602
M14138	3813
M141380	3813
M141381	21603
M141382	21604
M141384	21605
M14139	21606
M141392	21607
M141393	21608
M1414	21609
M141400	21610
M141401	21611
M141402	21612
M141408	21613
M14141	21614
M141411	21615
M141413	21545
M141414	21546
M141415	21547
M141417	3805
M14142	21548
M141420	21549
M141421	3805
M141422	21550
M141423	21551
M141424	21552
M141425	608
M141426	608
M141427	608
M141428	21553
M141429	21554
M141431	3806
M141432	3806
M141436	21555
M141437	3807
M14144	3807
M141443	21556
M141447	21557
M14145	21558
M141456	21559
M141458	608
M14146	21560
M141467	3808
M14147	21561
M141472	3808
M141479	21562
M14148	21563
M141483	21564
M141486	21565
M141488	3809
M141489	21566
M14149	3809
M141490	21567
M141491	21568
M141492	21569
M141496	21570
M14150	21571
M141500	21572
M141506	21573
M141507	21574
M141509	21575
M141511	21576
M141512	21577
M141514	21578
M141515	21579
M141517	21511
M141519	21512
M14152	21513
M141520	21514
M141535	21515
M141536	21516
M141538	21517
M14154	21518
M141541	21519
M141544	21520
M141545	21521
M141548	3799
M14155	3799
M141550	21522
M141553	21523
M141563	3800
M141568	3800
M14157	21524
M141575	21525
M141584	3801
M141585	3801
M141586	21526
M141587	21527
M141588	21528
M14159	3802
M141590	21529
M141591	21530
M141592	21531
M141593	21532
M141594	21533
M141595	21534
M1416	21535
M14160	21536
M141603	21537
M141608	21538
M14161	21539
M141610	21540
M141612	21541
M141613	1323
M141614	3802
M141617	1323
M141618	3803
M14162	3803
M141621	1323
M141629	3804
M141639	21542
M14164	21543
M141641	3804
M141642	21544
M141646	21474
M141658	3795
M141659	3795
M14166	3796
M141660	3796
M141661	21475
M141662	21476
M141663	21477
M141664	21478
M141665	21479
M141666	21480
M141668	21481
M141669	21482
M141670	21483
M141675	21484
M141678	21485
M141683	21486
M14169	21487
M141690	21488
M141691	21489
M141692	21490
M141695	21491
M141696	21492
M141698	21493
M1417	21494
M141701	21495
M141710	21496
M141711	3797
M141712	3797
M14172	21497
M141720	21498
M141721	21499
M141722	21500
M141723	21501
M141724	21502
M141725	21503
M141728	21504
M141730	3798
M141733	21505
M141735	3798
M141736	21506
M141739	21507
M141744	21508
M141750	21509
M141753	21510
M141754	21435
M141756	21436
M14176	21437
M141760	21438
M141762	21439
M141763	21440
M141764	21441
M141768	21442
M141769	21443
M14177	21444
M141770	21445
M141773	21446
M141775	21447
M141776	21448
M141777	21449
M141778	21450
M141779	21451
M141780	21452
M141781	21453
M141782	21454
M141783	21455
M141784	21456
M141785	21457
M141787	21458
M141789	21459
M141790	21460
M1418	21461
M141801	21462
M141804	21463
M14181	21464
M141813	21465
M141815	3793
M141817	3793
M141821	21466
M141822	21467
M141823	21468
M14183	21469
M141831	21470
M141833	21471
M141835	3794
M141837	3794
M141838	21472
M141840	21473
M141841	3789
M141842	3789
M141846	1321
M141847	1321
M141848	21401
M141853	21402
M14186	1321
M141861	21403
M141862	21404
M141863	21405
M141868	21406
M141869	21407
M141870	21408
M141871	21409
M141872	340
M141873	340
M141875	340
M141876	3790
M141877	21410
M14188	3790
M141880	21411
M141881	21412
M141884	340
M141885	21413
M14189	340
M141894	3791
M141897	3791
M1419	21414
M141900	21415
M141902	21416
M141904	21417
M141906	21418
M141916	21419
M141923	21420
M14193	21421
M141932	21422
M141935	1322
M141942	21423
M141943	1322
M141944	1322
M141945	21424
M14195	21425
M141953	21426
M141958	21427
M141961	21428
M141963	21429
M141971	21430
M141975	3792
M141977	3792
M14198	21431
M141980	21432
M141981	21433
M141982	21434
M141985	21366
M141990	3785
M141993	3785
M141994	21367
M141995	21368
M141996	21369
M141997	21370
M141998	21371
M141999	3741
M142	3741
M1420	21372
M142000	21373
M142001	21374
M142011	21375
M142013	21376
M142016	21377
M142018	21378
M14202	3786
M142020	3786
M142021	21379
M142022	3787
M142025	21380
M14203	3787
M142030	21381
M142032	1320
M142035	21382
M142037	21383
M14204	1320
M142042	21384
M142046	21385
M142049	21386
M14205	3788
M142050	3788
M142051	21387
M142057	21388
M142060	21389
M142061	21390
M142065	21391
M142069	1320
M14207	21392
M142081	21393
M142082	21394
M142086	21395
M142090	21396
M142092	21397
M142093	21398
M142094	21399
M142095	21400
M142097	21332
M142099	21333
M1421	21334
M142101	3779
M142102	3779
M142106	21335
M14211	3780
M142110	21336
M142112	21337
M142119	21338
M14212	21339
M142120	21340
M142121	3781
M142123	3781
M142124	21341
M14213	21342
M142131	21343
M142133	21344
M142135	21345
M142136	21346
M142137	21347
M142139	21348
M14214	21349
M142140	21350
M142141	3782
M142143	3782
M142144	21351
M142146	3783
M142147	21352
M14215	3783
M142158	21353
M142159	21354
M142169	21355
M14217	21356
M142171	21357
M142172	21358
M142173	3784
M142174	21359
M142180	21360
M142189	21361
M14219	21362
M142190	3784
M142192	3780
M142193	21363
M142194	21364
M142198	21365
M142199	3772
M142201	3772
M142202	3773
M142206	3773
M142208	3774
M142211	3774
M142213	607
M142215	21300
M142218	21301
M142219	3775
M14222	607
M142222	3775
M142224	21302
M14223	607
M142232	607
M142235	21303
M142237	21304
M142240	21305
M142241	21306
M142242	21307
M142243	21308
M142245	21309
M142246	21310
M142247	21311
M142249	21312
M14225	21313
M142256	21314
M142258	21315
M142259	21316
M142260	21317
M142261	21318
M142271	21319
M142272	21320
M142276	21321
M14228	21322
M142280	21323
M142292	3776
M142293	21324
M142294	3776
M142296	21325
M1423	3777
M14230	3777
M142300	21326
M142302	21327
M142311	21328
M142312	3778
M142314	21329
M142332	21330
M142336	3778
M142337	21331
M142338	21266
M142339	21267
M14234	21028
M142340	21268
M142341	21269
M142342	3767
M142343	3767
M142345	21270
M142346	21271
M14235	21272
M142352	21273
M142364	21274
M142377	21275
M14238	21276
M142381	3768
M142384	3768
M142386	21277
M142387	21278
M142395	21279
M142398	21280
M142399	21281
M142400	21282
M142401	3769
M142402	3770
M142405	3770
M142409	3769
M142410	21283
M142411	21284
M142416	21285
M14242	21286
M142423	21287
M142424	21288
M142431	21289
M142435	3771
M142436	3771
M14245	21290
M142452	21291
M142456	21292
M142457	21293
M142458	21294
M142459	21295
M14246	21296
M142460	21297
M142461	21298
M142462	21299
M142463	3765
M142465	3765
M142467	1319
M142468	1319
M142470	21231
M142472	21232
M142479	21233
M142481	21234
M142483	21235
M142486	21236
M142487	21237
M14249	21238
M142493	1319
M142495	21239
M142498	21240
M1425	21241
M14250	21242
M142501	21243
M142504	21244
M142509	21245
M142511	21246
M142513	21247
M142516	21248
M142518	21249
M142520	21250
M142521	21251
M142522	21252
M142527	21253
M142529	21254
M14253	21255
M142535	21029
M142536	21256
M142539	21257
M142543	21258
M142546	21259
M142549	21260
M142550	21261
M142551	21262
M142557	3766
M14256	3766
M142569	21263
M142572	21264
M142573	21265
M142574	3759
M142575	21199
M142576	3759
M142584	21200
M142587	21201
M142595	3760
M142597	3760
M142598	21202
M14260	21203
M142601	21204
M142609	21205
M142610	21206
M142612	21207
M142615	21208
M142616	21209
M142617	3761
M142618	3761
M14262	21210
M142620	21211
M142621	21212
M142626	21213
M142629	21214
M142630	3762
M142635	21215
M14264	3762
M142642	21216
M142645	21217
M142646	3763
M142647	21218
M142651	3763
M142653	21219
M142655	21220
M142656	21221
M142657	21222
M142662	21223
M142665	21224
M142666	3764
M142668	3764
M142673	21225
M142674	21226
M142676	21227
M142677	21228
M142678	21229
M14268	21230
M142682	21165
M142684	21166
M142685	21167
M142690	21168
M142695	21169
M1427	21170
M14270	21171
M142700	21172
M142701	21173
M142705	21174
M142708	21175
M142711	21176
M14272	21177
M142724	3756
M142726	3756
M142727	3757
M142728	3757
M142729	21178
M14273	21179
M142730	21180
M142735	21181
M142737	21182
M142740	21183
M142741	3758
M142743	3758
M142744	21184
M142745	21185
M14275	21186
M142750	21187
M142755	21188
M142759	21189
M142760	606
M14277	606
M142770	21190
M142778	21191
M142784	21192
M142789	21193
M142790	21194
M142791	21195
M142792	21196
M142793	606
M142794	606
M142796	21197
M142797	21198
M14280	21131
M142800	21132
M142804	21133
M142805	3753
M142807	3753
M142815	21134
M14282	21135
M142820	21136
M142822	21137
M142824	605
M142825	21138
M142826	21139
M142827	605
M142828	605
M142830	21140
M142834	21141
M142837	3754
M142838	3754
M14284	21142
M142840	21143
M142841	21144
M142849	3755
M14285	21145
M142850	21146
M142854	605
M142856	21147
M142857	21148
M142858	21149
M142860	21150
M142864	21151
M142866	21152
M142867	21153
M142868	21154
M142869	21155
M14287	21156
M142870	21157
M142875	21158
M142876	3755
M142878	21159
M142879	21160
M142886	21161
M142889	21162
M142890	21163
M142891	21164
M142892	21096
M1429	21097
M14290	21098
M142902	21099
M142904	21100
M142905	21101
M142909	21102
M142910	21103
M142911	1318
M142912	21104
M142915	21105
M142917	21106
M142919	21107
M142920	21108
M142927	21109
M14293	3751
M142933	3751
M142938	3752
M14294	21110
M142940	21111
M142941	3752
M142942	21112
M142945	1318
M142947	1318
M142948	21113
M14295	21114
M142951	21115
M142957	21116
M14296	21117
M142969	21118
M14297	21119
M142974	21120
M142977	21121
M142978	21122
M142979	21123
M142980	21124
M142981	21125
M142982	21126
M142985	21127
M142988	21128
M142989	21129
M142990	21130
M142991	21062
M142993	21063
M1430	3748
M143000	3748
M143003	21064
M143004	21065
M143009	21066
M14301	21067
M143014	21068
M143015	21030
M143021	21069
M143025	21070
M143026	21071
M143027	21072
M143028	21073
M143029	21074
M14303	3749
M143030	3749
M143033	21075
M143034	21076
M143035	21077
M143041	21078
M143051	21079
M143052	21080
M143054	21081
M143056	21082
M143060	21083
M143063	21084
M143064	21085
M143069	3750
M143070	3750
M143074	21086
M143076	21087
M143077	21088
M143078	21089
M143081	21090
M143082	21091
M143083	21092
M143084	21093
M143088	21094
M14309	21095
M143090	3742
M143094	21031
M143096	21032
M143098	21033
M143099	21034
M1431	21035
M143100	21036
M143101	21037
M143102	21038
M143104	21039
M143105	21040
M14311	21041
M143110	21042
M143112	21043
M143113	3743
M143118	3743
M143123	21044
M143128	21045
M143129	21046
M143130	21047
M143131	21048
M143134	21049
M143138	21050
M14314	3744
M143144	3744
M14315	21051
M143151	21052
M143152	21053
M143156	21054
M143157	3742
M143158	3745
M143159	3745
M14316	21055
M143160	21056
M143161	3746
M143164	3746
M143168	21057
M143170	21058
M143174	3747
M143177	3747
M143178	21059
M143180	21060
M143183	21061
M143184	87746
M143186	87747
M143187	87748
M143188	87749
M143191	87750
M143192	87751
M143194	87752
M143199	87753
M143202	87754
M143203	87755
M143204	24721
M143205	24722
M143206	24723
M143211	24724
M14322	24725
M143223	24726
M143224	24727
M143225	24728
M143228	24729
M143229	24730
M143230	4196
M143231	24731
M143232	4196
M143233	24732
M143234	24733
M143235	24734
M143236	24735
M143238	24736
M14324	24737
M143242	24738
M143248	620
M14325	620
M143250	24739
M143252	620
M143257	24740
M143258	4197
M143261	4197
M143262	24741
M143263	1377
M143278	1377
M143279	1377
M143280	24742
M143281	24743
M143282	24744
M143283	4198
M143285	24745
M143286	4198
M14329	620
M143290	24746
M143291	24747
M143294	24748
M143298	24749
M143299	4199
M1433	4199
M14330	24750
M143301	24751
M143305	24752
M143306	24753
M143308	24754
M143311	24755
M143313	24756
M143314	24757
M143316	24758
M143319	24759
M14332	4200
M143321	4201
M14333	4201
M143335	4200
M143338	4202
M143339	4202
M143341	24760
M143342	24761
M143343	24676
M143344	24677
M143345	24678
M143346	24679
M143352	1376
M143355	1376
M143358	24680
M143359	24681
M14336	24682
M143360	24683
M143366	24684
M143369	24685
M143372	24686
M143373	24687
M143379	24688
M143380	4192
M143383	4192
M143391	24689
M143392	24690
M143393	24691
M143394	24692
M143395	24693
M143398	24694
M143399	24695
M14340	24696
M143404	24697
M143411	24698
M143412	24699
M143415	24700
M143418	24701
M143420	24702
M143421	24703
M143426	24704
M143429	24705
M143433	4193
M143434	4193
M143437	24706
M143438	24707
M143439	24708
M14344	1376
M143440	24709
M143441	24710
M143442	24711
M143443	24712
M143444	24713
M143447	4194
M143448	24714
M143449	4194
M14345	24715
M143453	24716
M143455	24717
M143456	24718
M143457	4195
M143461	4195
M143465	24719
M143467	24720
M143469	24633
M143470	24634
M143471	24635
M143474	24636
M143475	210
M143479	24637
M143481	210
M143482	210
M143484	24638
M143489	24639
M14349	24640
M143492	4187
M143493	4187
M143498	4188
M143501	22796
M143511	4188
M143514	24641
M143515	24642
M143516	24643
M143517	24644
M143518	24645
M143519	24646
M143520	24647
M143529	210
M143531	210
M143535	210
M143539	24648
M14354	24649
M143540	24650
M143545	24651
M14355	24652
M143552	24653
M143562	24654
M143563	24655
M143569	24656
M14357	4189
M143571	24657
M143575	24658
M143576	24659
M143577	4189
M143579	24660
M14358	24661
M143580	24662
M143581	24663
M143582	24664
M143583	24665
M143592	24666
M14360	24667
M143606	24668
M143609	24669
M14361	24670
M143615	4190
M143617	4190
M143618	24671
M143619	24672
M143624	24673
M143626	4191
M143628	4191
M143629	24674
M143631	24675
M143632	24594
M143634	24595
M143635	24596
M143638	24597
M143639	24598
M143640	24599
M143644	24600
M14365	4178
M143651	24601
M143652	4178
M143655	24602
M143658	24603
M143659	24604
M143664	24605
M143665	4179
M143666	24606
M143668	4179
M14367	24607
M143670	4180
M143672	24608
M143673	24609
M143679	1375
M143680	1375
M143681	24610
M143683	24611
M143687	24612
M143689	24613
M143694	24614
M143696	24615
M14370	24616
M143700	24617
M143710	24618
M143713	4181
M143719	4181
M143724	4182
M143727	24619
M143729	24620
M14373	24621
M143731	24622
M143737	24623
M143738	4183
M143739	4183
M143740	4182
M143742	24624
M14375	24625
M143750	4184
M143753	4184
M143754	24626
M143755	24627
M143757	24628
M143758	24629
M143759	1375
M143760	24630
M143763	4185
M143764	4185
M143766	24631
M143767	4186
M143769	4186
M14377	4180
M143771	24632
M143772	24550
M143773	24551
M143776	24552
M14378	24553
M143781	24554
M143784	24555
M143788	4175
M143789	4175
M14379	24556
M143792	24557
M143802	24558
M143806	24559
M143808	24560
M143811	24561
M143812	24562
M143813	4176
M143814	4176
M143815	24563
M143828	24564
M14383	24565
M143830	24566
M143834	24567
M143835	24568
M143836	24569
M143841	24570
M143846	24571
M143849	24572
M14385	1373
M143850	1373
M143851	1373
M143852	24573
M143855	24574
M143858	24575
M14386	24576
M143860	24577
M143868	24578
M14387	24579
M143871	4177
M143884	4177
M143886	24580
M143887	24581
M143888	24582
M143891	24583
M143892	1374
M143893	1374
M143895	1374
M1439	24584
M14390	24585
M143901	24586
M143907	24587
M143908	24588
M143915	24589
M143916	24590
M14392	24591
M143921	24592
M143924	24593
M143928	24513
M143933	24514
M143938	24515
M143939	4164
M143940	4164
M143941	24516
M143942	4165
M143944	4165
M143945	24517
M143948	24518
M143949	24519
M143952	24520
M14396	24521
M143961	24522
M14397	4166
M143973	24523
M14398	4166
M143980	24524
M143982	4167
M143983	24525
M143985	4167
M143990	24526
M143991	24527
M143999	24528
M144	4168
M14400	4168
M144001	24529
M144009	619
M14401	619
M144018	24530
M144022	619
M144023	619
M144025	24531
M144026	24532
M14403	4169
M144031	4169
M144041	24533
M144043	24534
M144044	4170
M14405	4170
M144051	24535
M144055	24536
M14406	24537
M144062	24538
M144064	24539
M144074	24540
M144075	4171
M144078	4171
M14408	24541
M144081	24542
M144083	4172
M144092	24543
M144094	4172
M144095	24544
M144096	24545
M144097	4173
M144098	24546
M1441	24547
M14410	4173
M144107	4174
M14411	4174
M144110	24548
M144112	24549
M144115	4153
M14412	4153
M144125	24475
M144132	24476
M144134	24477
M144138	24478
M144139	24479
M144141	24480
M144142	24481
M144143	24482
M14415	4154
M144150	4154
M144156	24483
M144160	4155
M144161	24484
M144163	24485
M14417	4156
M144174	4156
M144175	24486
M144176	24487
M144179	24488
M14418	24489
M144182	24490
M144188	24491
M144189	4157
M14419	4157
M144192	4158
M144194	4158
M144197	4159
M1442	4159
M14420	4160
M144204	4161
M144205	24492
M144207	4160
M14422	24493
M144229	24494
M144235	4161
M144236	24495
M144237	24496
M144238	24497
M144239	24498
M144240	24499
M144244	4155
M144247	24500
M14425	24501
M144250	24502
M144252	24503
M144254	24504
M144256	24505
M14426	24506
M144260	4162
M144266	4162
M14427	24507
M144279	24508
M14428	4163
M144285	4163
M144287	24509
M144295	24510
M1443	24511
M14430	24512
M144306	24430
M144307	24431
M144308	24432
M144309	24433
M144310	4150
M144317	4150
M144330	4151
M144331	4151
M144339	24434
M14434	24435
M144341	24436
M144343	1372
M144346	1372
M144352	1372
M144358	24437
M144359	4152
M14436	4152
M144361	24438
M144364	24439
M144366	24440
M144373	24441
M144374	24442
M144375	24443
M144378	24444
M144380	24445
M144381	24446
M144388	24447
M144392	24448
M144398	24449
M1444	24450
M144408	24451
M14441	24452
M144410	24453
M144411	24454
M144412	24455
M144413	24456
M144414	24457
M144415	24458
M144419	24459
M144423	24460
M144424	24461
M144434	24462
M144447	24463
M144448	24464
M144449	24465
M144450	24466
M144451	24467
M144453	24468
M144454	24469
M144455	24470
M144456	24471
M144457	24472
M144458	24473
M144460	24474
M144462	4145
M144469	4145
M144470	24387
M144478	24388
M144482	24389
M144491	24390
M144492	24391
M144493	24392
M144494	24393
M144495	24394
M144498	24395
M1445	24396
M14450	24397
M144502	24398
M144507	24399
M14451	24400
M144513	24401
M144515	24402
M144516	24403
M144517	24404
M144518	24405
M144519	24406
M14452	24407
M144520	4146
M144521	4146
M144522	24408
M144523	24409
M144524	4147
M144525	4147
M144526	24410
M144527	24411
M144528	24412
M14453	24413
M144530	24414
M144533	24415
M144536	24416
