module_id	family_id
M229388	66352
M229389	66353
M229390	66354
M229391	10176
M229392	66355
M229393	66356
M229394	66357
M229395	66326
M229396	66327
M229397	66328
M229398	10174
M229399	66329
M229400	66330
M229401	66331
M229402	66332
M229403	66333
M229404	66334
M229405	10175
M229406	66335
M229407	1034
M229408	1034
M229409	66336
M229410	66337
M229411	1034
M229412	10175
M229413	66338
M229414	66339
M229415	1034
M229416	10174
M229417	66340
M229418	66310
M229419	66311
M22942	1033
M229420	1033
M229422	66312
M229423	66313
M229424	66314
M229425	66315
M229426	1033
M229427	10173
M229428	66316
M229429	66317
M22943	1033
M229430	66318
M229436	10173
M229437	66319
M229439	66320
M22944	66321
M229441	66322
M229442	66323
M229448	66324
M229449	66325
M22945	66294
M229450	66295
M229451	66296
M229452	66297
M229453	66298
M229454	66299
M229455	66300
M229456	65046
M229457	66301
M229458	10172
M229459	66302
M229460	66303
M229461	66304
M229462	66305
M229463	66306
M229464	10172
M229465	66307
M229466	66308
M229467	66309
M229468	10170
M229469	66279
M22947	66280
M229470	66281
M229471	66282
M229472	66283
M229473	10170
M229474	66284
M229477	66285
M229479	66286
M229480	66287
M229481	66288
M229482	10171
M229483	10171
M229484	66289
M229485	66290
M229486	66291
M229487	66292
M229488	66293
M229489	66263
M229490	66264
M229491	66265
M229492	10169
M229493	66266
M229494	66267
M229495	66268
M229496	10169
M229497	66269
M229498	66270
M229499	66271
M22950	66272
M229500	66273
M229501	66274
M229502	66275
M229503	66276
M229504	66277
M229505	66278
M229506	66247
M229507	66248
M229508	66249
M229509	66250
M22951	66251
M229510	66252
M229511	66253
M229512	66254
M229513	66255
M229514	10168
M229515	66256
M229516	66257
M229517	10168
M229518	66258
M229519	66259
M229520	66260
M229521	66261
M229522	66262
M229523	66232
M229524	66233
M229525	66234
M229526	66235
M229527	66236
M22953	66237
M229534	10166
M22954	66238
M229542	10167
M229543	66239
M229553	10167
M229555	66240
M229558	66241
M229560	66242
M229563	66243
M229573	66244
M229575	66245
M229576	10166
M229577	66246
M229578	66216
M229579	66217
M22958	66218
M229580	66219
M229581	2460
M229582	2460
M229583	2460
M229584	66220
M229585	66221
M229586	66222
M229587	66223
M229588	66224
M229589	66225
M229590	66226
M229591	66227
M229593	66228
M229594	66229
M229595	66230
M229596	66231
M229597	66200
M229598	66201
M229599	66202
M2296	66203
M22960	66204
M229600	10165
M229601	10165
M229602	66205
M229603	66206
M229604	66207
M229605	66208
M229606	66209
M229610	66210
M229612	66211
M229614	66212
M229616	66213
M229617	66214
M229626	66215
M229627	66185
M229628	66186
M229629	66187
M22963	10163
M229630	66188
M229631	66189
M229632	10164
M229633	10164
M229634	66190
M229635	66191
M229636	10163
M229637	66192
M229638	66193
M229639	66194
M22964	66195
M229640	66196
M229641	66197
M229642	66198
M229643	66199
M229644	66170
M229645	66171
M229646	66172
M229647	66173
M229648	10162
M229649	66174
M229650	66175
M229653	66176
M229654	66177
M229657	10162
M229658	66178
M229659	65915
M229660	66179
M229661	66180
M229662	66181
M229663	66182
M229664	66183
M229665	66184
M229666	66155
M229667	66156
M229669	66157
M22967	66158
M229670	10161
M229671	66159
M229672	66160
M229673	66161
M229674	66162
M229675	66163
M229676	66164
M229677	66165
M229678	66166
M229679	66167
M22968	66168
M229680	10161
M229681	66169
M229682	10158
M229683	10158
M229684	10159
M229685	10159
M229686	66142
M229687	66143
M229688	66144
M22969	66145
M229693	66146
M229697	10160
M229699	66147
M2297	66148
M22970	10160
M229700	66149
M229701	66150
M229702	66151
M229703	66152
M229704	66153
M229705	66154
M229706	10157
M229707	66127
M229708	66128
M229709	66129
M229710	66130
M229711	66131
M229712	66132
M229713	66133
M229714	66134
M229715	66135
M229716	66136
M229717	10157
M229718	66137
M229719	66138
M229720	66139
M229721	66140
M229722	66141
M229723	66111
M229724	66112
M229725	66113
M229726	66114
M229727	66115
M229728	66116
M229729	66117
M22973	66118
M229730	66119
M229731	66120
M229732	66121
M229733	66122
M229739	66123
M229742	66124
M229745	66125
M229746	66126
M229747	66095
M229748	66096
M229749	66097
M22975	66098
M229750	66099
M229751	66100
M229752	66101
M229753	66102
M229754	66103
M229755	66104
M229756	66105
M229757	66106
M229758	66107
M229759	66108
M229760	66109
M229761	66110
M229762	66081
M229763	66082
M229764	66083
M229765	513
M229766	513
M229767	513
M229768	66084
M229769	66085
M22977	66086
M229770	513
M229771	66087
M229772	2459
M229773	66088
M229774	66089
M229775	66090
M229776	513
M229777	2459
M229778	66091
M229779	2459
M229780	66092
M229781	66093
M229782	66094
M229783	66066
M229784	66067
M229785	66068
M229786	66069
M229787	66070
M229792	66071
M229795	66072
M229796	66073
M2298	10156
M22980	10156
M229802	66074
M229807	66075
M229808	66076
M229809	66077
M229810	702
M229811	66078
M229812	66079
M229813	66080
M229814	66051
M229815	66052
M229816	66053
M229817	66054
M229818	66055
M229819	10155
M229821	66056
M229822	10155
M229823	66057
M229824	66058
M229825	66059
M229826	66060
M229827	66061
M229828	66062
M229829	66063
M22983	66064
M229830	66065
M229831	66038
M229832	66039
M229833	66040
M229834	10153
M229835	66041
M229836	66042
M229837	66043
M229838	10153
M229839	66044
M229840	66045
M229841	10154
M229842	66046
M229843	66047
M229844	10099
M229845	66048
M229846	10154
M229847	66049
M229848	66050
M229849	66023
M229850	66024
M229851	66025
M229852	66026
M229853	66027
M229855	66028
M229856	66029
M229857	66030
M229858	66031
M229859	66032
M22986	66033
M229860	66034
M22987	66035
M229871	66036
M229872	66037
M229873	66009
M229874	66010
M229875	10152
M229876	66011
M229877	66012
M229878	66013
M229879	66014
M229880	66015
M229881	10152
M229882	66016
M229883	66017
M229884	66018
M229885	66019
M229886	66020
M229887	66021
M229888	66022
M229889	65995
M229890	65996
M229891	65997
M229892	65998
M229893	65999
M229894	66000
M229895	66001
M229896	66002
M229897	66003
M229898	66004
M229899	66005
M229900	66006
M229901	10151
M229902	66007
M229903	10151
M229904	66008
M229905	65980
M229908	65981
M229909	65982
M229910	65983
M229911	65984
M229912	65985
M229913	65986
M229914	65987
M229915	65988
M229916	65989
M229917	65990
M229918	65991
M229919	65992
M22992	65993
M229920	65994
M229921	65967
M229922	65968
M229923	65969
M229924	65970
M229925	65971
M229926	10149
M229927	65972
M229928	65973
M229929	10150
M22993	65974
M229930	65975
M229931	65976
M229932	10149
M229933	65977
M229934	65978
M229935	10150
M229936	65979
M229937	65954
M229938	65955
M229939	65956
M22994	65957
M229940	65958
M229941	65959
M229942	10147
M229943	10148
M229944	65960
M229945	10147
M229946	65961
M229947	65962
M229948	65963
M229949	10148
M229950	65964
M229951	65965
M229952	65966
M229959	10145
M22996	65941
M229963	65942
M229965	10146
M229966	65943
M229969	65944
M22997	10146
M229970	65945
M229974	65946
M229975	10145
M229976	65947
M229977	65948
M229978	65949
M229979	65950
M22998	65951
M229980	65952
M229981	65953
M229982	65928
M229983	65929
M229984	65930
M229985	65931
M229986	65932
M229987	65933
M229988	65934
M229989	65935
M229990	2458
M229991	2458
M229992	2458
M229993	65936
M229994	10144
M229995	65937
M229996	65938
M229997	65939
M229998	10144
M229999	65940
M23	10142
M230	10142
M2300	65916
M230000	65917
M230002	2457
M230003	65918
M230004	2457
M230005	10143
M230006	65919
M230007	10143
M230008	65920
M230009	65921
M23001	65922
M230010	2457
M230011	65923
M230012	65924
M230013	65925
M230014	65926
M230015	65927
M23003	65899
M230034	65900
M230035	65901
M230036	65902
M230037	65903
M230038	65904
M230039	65905
M23004	65906
M230040	65907
M230041	65908
M230042	65909
M230043	65910
M230044	65911
M230045	65912
M230046	65913
M230047	65914
M230048	65884
M230049	65885
M23005	65886
M230050	65887
M230051	65888
M230052	65889
M230053	65890
M230054	65891
M230055	65892
M230056	65893
M230057	65894
M230058	65047
M230059	65895
M23006	65896
M230060	65897
M230061	65898
M230062	10141
M230063	65869
M230064	65870
M230065	10141
M230066	65871
M230067	65872
M230068	65873
M230069	65874
M230070	65875
M230071	65876
M230072	65877
M230073	65878
M230074	65879
M230075	65880
M230076	65881
M230077	65882
M230078	65883
M230079	65854
M23008	65855
M230080	65856
M230081	10140
M230084	65857
M23009	65858
M230095	65859
M230096	65860
M230097	65861
M230098	65862
M230099	65863
M230100	10140
M230101	65864
M230102	65865
M230103	65866
M230104	65867
M230105	65868
M230106	65839
M230107	65840
M230108	65841
M230109	2456
M23011	2456
M230110	65842
M230111	65843
M230112	2456
M230113	65844
M230114	65845
M230115	65846
M230116	65847
M230117	65848
M230118	65849
M230119	65850
M23012	65851
M230120	65852
M230121	65853
M230122	10139
M230123	65825
M230124	10139
M230125	65826
M230126	65827
M230127	2443
M230128	65828
M230129	65829
M230130	65830
M230131	65831
M230132	65832
M230133	65833
M230134	65834
M230135	65835
M230136	65836
M230137	65837
M230138	65838
M230139	65810
M230140	65811
M230141	65812
M230142	65813
M230143	65814
M230154	65815
M230159	65816
M230160	65817
M230161	65818
M230162	65819
M230163	65820
M230164	65821
M230165	65822
M230166	65823
M230167	65824
M230168	65796
M230169	65797
M230170	2455
M230171	65798
M230172	65799
M230173	2455
M230174	65800
M230175	2455
M230176	65801
M230177	65802
M230178	65803
M230179	65804
M230180	65805
M230181	65806
M230182	65807
M230183	65808
M230184	65809
M230185	65782
M230186	10138
M230187	65783
M230188	65784
M230189	65785
M230190	65786
M230191	65787
M230192	65788
M230193	65789
M230194	65790
M230195	65791
M230196	10138
M230197	65792
M230198	65793
M230199	65794
M230200	65795
M230201	65767
M230202	65768
M230203	65769
M230204	2443
M230205	65770
M230206	65771
M230207	65772
M230208	65773
M230209	65774
M230210	65775
M230211	65776
M230212	65777
M230213	65778
M230214	65779
M230215	65780
M230219	65781
M230223	65754
M230225	65755
M230226	65756
M230227	65757
M230228	65758
M230229	65759
M23023	65760
M230230	65761
M230231	10136
M230232	65762
M230233	10137
M230234	65763
M230235	10136
M230236	65764
M230237	65765
M230238	10137
M230239	65766
M230240	10134
M230241	65741
M230242	65742
M230243	65743
M230244	65744
M230245	65745
M230246	10135
M230247	65746
M230248	65747
M230249	10135
M230250	65748
M230251	65749
M230252	10134
M230253	65750
M230254	65751
M230255	65752
M230256	65753
M230257	65727
M230258	65728
M230259	65729
M23026	65730
M230260	65731
M230261	65732
M230263	65733
M230264	10133
M230265	65734
M230266	65735
M230267	65736
M230268	65737
M230269	65738
M230270	65739
M230271	10133
M230272	65740
M230273	65714
M230274	65715
M230275	10132
M230276	65716
M230277	2454
M230278	10132
M230280	2454
M230282	65717
M230288	2454
M230298	65718
M2303	65719
M230307	65720
M23031	65721
M23032	65722
M230327	65723
M230332	65724
M230335	65725
M230336	65726
M230337	65702
M230338	10129
M230339	65703
M230340	65704
M230341	65705
M230342	65706
M230343	65707
M230344	65708
M230345	65709
M230346	10130
M230347	10131
M230348	10131
M230349	65710
M23035	65711
M230350	65712
M230351	10130
M230352	10129
M230353	65713
M230354	65688
M230355	65689
M230356	10128
M230357	65690
M230358	10128
M230359	65691
M230360	65692
M230361	65693
M230362	65694
M230363	65695
M230364	65696
M230365	65697
M230366	65698
M230367	65699
M230368	65700
M230369	65701
M230370	65675
M230371	65676
M230372	65677
M230373	65678
M230374	65679
M230375	10126
M230376	65680
M230377	10126
M23038	10127
M230380	10127
M230382	65681
M230388	65682
M230393	65683
M230394	65684
M230395	65685
M230396	65686
M230397	65687
M230398	65660
M230399	65661
M23040	65662
M230400	65663
M230401	65664
M230402	65665
M230403	65666
M230404	65667
M230405	65668
M230406	65669
M230407	65670
M230408	65671
M230409	65672
M23041	65673
M230410	65674
M230411	65646
M230412	65647
M230413	10125
M230414	10125
M230415	65648
M230416	65649
M230417	65650
M230418	65651
M230419	65652
M23042	65653
M230420	65654
M230421	65655
M230422	65656
M230423	65657
M230424	65658
M230425	65659
M230426	65631
M230427	65632
M230428	65633
M230429	65634
M230430	65635
M230431	65636
M230432	65637
M230433	65638
M230434	65639
M230435	65640
M230436	65641
M230437	65642
M230438	65643
M230439	65644
M230440	65645
M230446	65617
M230447	65618
M230448	65619
M230449	65620
M230450	65621
M230451	65622
M230452	65623
M230453	10124
M230454	65624
M230455	65625
M230456	65626
M230457	10124
M230458	65627
M230459	65628
M230460	65629
M230461	65630
M230462	65603
M230463	65604
M230464	65605
M230465	65606
M230466	65607
M230467	65608
M230468	65609
M230469	65610
M230470	65611
M230471	65612
M230472	65613
M230473	65614
M230474	65615
M230475	65616
M230476	5658
M230477	65593
M230478	10120
M230479	65594
M23048	10121
M230480	10122
M230481	65595
M230482	65596
M230483	65597
M230484	65598
M230485	10121
M230486	10122
M230487	65599
M230488	10123
M230489	10120
M23049	5658
M230490	10123
M230493	65600
M230494	65601
M230495	65602
M230496	65580
M230497	10119
M230498	10119
M230499	65581
M2305	65582
M23050	65583
M230500	65584
M230501	65585
M230502	65586
M230503	65587
M230504	65588
M230505	65589
M230506	65590
M230507	65591
M230508	65592
M230509	65567
M23051	65568
M230510	65569
M230511	65570
M230512	64137
M230513	65571
M230514	65572
M230515	65573
M230516	65574
M230517	65575
M230518	65576
M230519	65577
M23052	65578
M230520	65579
M230521	65554
M230522	65555
M230523	65556
M230524	65557
M230525	65558
M230526	65559
M230527	65560
M230528	65561
M23053	65562
M230538	65563
M23054	65564
M230560	65565
M230564	65566
M230566	65540
M230567	65541
M230568	65542
M230569	10116
M230570	65543
M230571	65544
M230572	65545
M230573	65546
M230574	65547
M230575	10117
M230576	10116
M230577	65548
M230578	65549
M230579	65550
M23058	65551
M230580	10117
M230581	65552
M230582	65530
M230583	65531
M230584	65532
M230585	65533
M230586	10113
M230587	10114
M230588	10114
M230589	10115
M23059	65128
M230590	10115
M230591	512
M230592	512
M230593	512
M230594	512
M230595	512
M230596	10113
M230597	65534
M230598	65535
M230599	65536
M2306	65537
M230600	65538
M230601	65539
M230602	65517
M230603	65518
M230604	65519
M230605	65520
M230606	10112
M230608	65521
M230609	65522
M230611	65523
M230615	65524
M230616	65525
M230617	65526
M230618	10112
M230619	65527
M230620	65528
M230621	65529
M230622	65503
M230623	65504
M230624	65505
M230625	65506
M230626	65507
M230627	65508
M230628	65509
M230629	65510
M230630	65511
M230631	65512
M230632	65513
M230633	65514
M230634	65515
M230635	65516
M230636	65491
M230637	65492
M230638	65493
M230639	65494
M230640	1031
M230641	1031
M230642	10111
M230643	65495
M230644	65496
M230645	65497
M230646	65498
M230647	65499
M230648	10111
M230649	65500
M230650	65501
M230652	1031
M230653	1031
M230655	65502
M230656	65478
M230657	10110
M230658	65479
M230660	65480
M230661	65481
M230662	65482
M230663	65483
M230664	65484
M230665	65485
M230666	10110
M230667	65486
M230668	65487
M230669	65488
M23067	65489
M230670	65490
M230671	65467
M230672	65468
M230673	65469
M230674	65470
M230679	10107
M230681	65471
M230684	10107
M230685	65472
M230686	65473
M230687	65474
M230688	10108
M230689	10108
M23069	65475
M230690	10109
M230691	65476
M230692	10109
M230693	65477
M230694	2453
M230695	2453
M230696	2453
M230697	10106
M230698	10106
M230699	65455
M2307	65456
M230700	65457
M230701	65458
M230703	65459
M230704	65460
M230705	65461
M230706	65462
M230707	65463
M230708	65464
M230709	65465
M230710	65466
M230711	65442
M230712	65443
M230713	65444
M230714	10105
M230715	65445
M230716	65446
M230717	10105
M230718	65447
M230719	65448
M23072	65449
M230720	65450
M230721	65451
M230722	65452
M230723	65453
M230724	65454
M230725	65429
M230726	65430
M230727	65431
M230728	65432
M230729	65433
M230730	65434
M230731	65435
M230732	10104
M230733	65436
M230736	65437
M23074	65438
M230741	10104
M230742	65439
M230747	65440
M23075	65441
M230756	65417
M23076	10102
M230761	65418
M230765	65419
M230766	10103
M230767	65420
M230768	65421
M230769	10103
M230770	65422
M230771	65423
M230772	65424
M230773	65425
M230774	65426
M230775	10102
M230776	65427
M230777	65428
M230778	10100
M230779	65406
M23078	65407
M230780	10100
M230781	10101
M230782	65408
M230783	10101
M230784	2451
M230785	65409
M230786	65410
M230787	65411
M230788	65412
M230789	65413
M230790	65414
M230791	65415
M230792	2451
M230793	65416
M230794	65393
M230795	65394
M230796	65395
M230797	65396
M230798	65397
M230799	10099
M230800	65398
M230801	65399
M230802	65400
M230803	65401
M230804	65402
M230805	65403
M230806	65404
M230807	65405
M230808	65380
M230809	65381
M230810	65382
M230811	65383
M230812	65384
M230813	65385
M230814	65386
M230816	65387
M230817	65388
M230819	65389
M230821	65390
M230822	65391
M230824	65392
M230827	10098
M230828	65367
M230829	65368
M230830	65369
M230831	65370
M230832	10098
M230833	65371
M230834	65372
M230835	65373
M230836	65374
M230837	65375
M230838	65376
M230839	65377
M230840	65378
M230841	65379
M230842	65356
M230843	65357
M230844	10095
M230845	65358
M230846	10095
M230847	65359
M230848	65360
M230849	10096
M230850	10096
M230851	65361
M230852	10097
M230853	10097
M230854	65362
M230855	65363
M230856	65364
M230857	65365
M230858	65366
M230859	65344
M230860	65345
M230861	65346
M230862	65347
M230863	2452
M230864	65348
M230865	2452
M230867	65349
M230868	65350
M230869	65351
M230870	2452
M230872	36179
M230873	65352
M230878	65353
M230880	65354
M230881	65355
M230882	65331
M230883	65332
M230884	65333
M230885	65334
M230886	65335
M230887	65336
M230888	65337
M230889	65338
M230890	65339
M230891	65340
M230892	2451
M230894	65341
M230895	65342
M230896	65343
M230897	65317
M230898	65318
M230899	65319
M23090	65320
M230900	65321
M230901	65322
M230902	65323
M230903	65324
M230904	65325
M230906	65326
M230912	65327
M230915	65328
M230916	65329
M230917	65330
M230918	65306
M230919	10092
M230920	10093
M230921	65307
M230922	65308
M230923	65309
M230924	65310
M230925	10092
M230926	65311
M230927	10094
M230928	65312
M230929	10093
M230930	10094
M230931	65313
M230932	65314
M230933	65315
M230934	65316
M230935	65294
M230936	65295
M230937	65296
M230938	10090
M230941	65297
M230942	65298
M230943	65299
M230944	65300
M230945	65301
M230946	10091
M230947	65302
M230948	10091
M230949	65303
M23095	10090
M230950	65304
M230951	65305
M230952	65282
M230953	65283
M230955	10088
M230956	65284
M230957	65285
M230958	10088
M230959	65286
M230960	10089
M230961	10089
M230962	65287
M230963	65288
M230964	65289
M230965	65290
M230966	65291
M230967	65292
M230968	65293
M230969	65269
M23097	65270
M230970	65271
M230971	65272
M230972	65273
M230973	10087
M230974	65274
M230975	65275
M230976	65276
M230977	10087
M230978	65277
M230979	65278
M230980	65279
M230981	65280
M230982	65281
M230983	65256
M230984	65257
M230985	65258
M230986	10086
M230987	65259
M230988	65260
M230989	65261
M230990	65262
M230991	10086
M230992	65263
M230993	65264
M230994	65265
M230995	65266
M230996	65267
M230997	65268
M230998	65241
M230999	65242
M231	65243
M231000	65244
M231001	65245
M231002	65246
M231003	65247
M231004	65248
M231005	65249
M231006	65250
M231007	65251
M231008	65252
M231009	5659
M23101	65253
M231010	65254
M231013	65230
M231015	65231
M231017	2450
M231019	65232
M23102	65233
M231020	10084
M231022	65234
M231028	10085
M231029	65235
M231030	65236
M231031	10084
M231032	65237
M231033	10085
M231034	2450
M231035	2450
M231036	65238
M231037	65239
M231038	65240
M231039	65216
M231040	65217
M231041	65218
M231043	65219
M231044	65220
M231045	65221
M231046	65222
M231047	65223
M231048	65224
M231049	65225
M23105	65226
M231050	65227
M231051	65228
M231052	65229
M231053	65204
M231054	1030
M231055	65205
M231057	65206
M231059	65207
M231060	65208
M231061	1030
M231062	1030
M231063	65209
M231064	1030
M231065	65210
M231066	65211
M231067	65212
M231068	10083
M231069	10083
M23107	65213
M231070	65214
M231072	65215
M231073	65191
M231076	65192
M231077	65193
M231078	65194
M231079	65195
M231080	65196
M231081	10082
M231082	65197
M231083	65198
M231084	65199
M231085	65200
M231086	65201
M231087	10082
M231088	65202
M231089	702
M23109	65203
M231090	65179
M231091	65180
M231092	65181
M231093	65182
M231094	65183
M231095	65184
M231096	10081
M231097	65185
M231098	36180
M231099	10081
M231100	65186
M231101	65187
M231102	65188
M231103	65189
M231104	702
M231105	65190
M231106	65167
M231107	65168
M231108	65169
M231109	65170
M231110	65171
M231111	65172
M231112	10080
M231113	65173
M231114	10080
M231115	65174
M231116	65175
M231117	65176
M231118	65177
M23112	65178
M231120	65154
M231121	65155
M231122	65156
M231123	65157
M231124	65158
M231125	65159
M231126	65160
M231127	65161
M231128	65162
M231129	65163
M231130	65164
M231131	65165
M231133	65166
M231134	65142
M23114	65143
M231142	65144
M231143	65145
M231144	65146
M231145	2449
M231146	65147
M231147	2449
M231148	2449
M231149	65148
M23115	65149
M231150	65150
M231151	65151
M231152	65152
M231153	65153
M231154	65129
M231155	65130
M231156	65131
M231157	65132
M231158	65133
M231159	65134
M23116	65135
M231160	65136
M231161	65137
M231162	65138
M231163	65139
M231164	65140
M231165	65141
M231166	65114
M231167	65115
M231168	65116
M231169	65117
M23117	65118
M231170	65119
M231171	65120
M231172	65121
M231173	65122
M231174	65123
M231175	65124
M231176	65125
M231177	65126
M231178	65127
M231179	65100
M231180	65101
M231181	65102
M231182	65103
M231183	65104
M231184	65105
M231185	65106
M231186	65107
M231187	65108
M231188	65109
M231189	65110
M23119	65111
M231190	65112
M231191	65113
M231192	65087
M231193	65088
M231194	65089
M231195	65090
M231196	65091
M231204	65092
M231205	65093
M231206	65094
M231207	65095
M231208	65096
M231209	10079
M231210	65097
M231211	10079
M231212	65098
M231213	65099
M231214	65074
M231215	65075
M231216	10078
M231217	65076
M231218	65077
M231219	65078
M23122	10078
M231220	65079
M231221	65080
M231222	65081
M231223	65082
M231224	65083
M231225	65084
M231226	65085
M231227	65086
M231228	65060
M231229	65061
M231230	65062
M231231	65063
M231232	65064
M231233	65065
M231234	65066
M231235	65067
M231236	65068
M231237	65069
M231238	65070
M231239	65071
M231240	65072
M231241	65073
M231242	65048
M231243	65049
M231244	10076
M231245	10077
M231246	65050
M231247	65051
M231248	65052
M231257	65053
M231258	65054
M231259	65055
M231260	65056
M231261	65057
M231262	10076
M231263	65058
M231264	10077
M231265	65059
M231266	65030
M231267	65031
M231268	65032
M231269	65033
M231270	65034
M231271	65035
M231272	65036
M231273	65037
M231274	65038
M231275	65039
M23128	65040
M231280	65041
M231281	65042
M231282	65043
M231283	65044
M231284	65045
M231285	65014
M231286	65015
M231287	65016
M231288	65017
M231289	65018
M23129	65019
M231290	65020
M231291	65021
M231292	65022
M231293	65023
M231294	65024
M231295	65025
M231296	65026
M231297	65027
M231298	65028
M231299	65029
M2313	65000
M23130	65001
M231300	65002
M231301	65003
M231302	65004
M231303	65005
M231304	65006
M231305	65007
M231306	65008
M231307	10074
M231308	65009
M231309	65010
M231310	10074
M231311	65011
M231312	10075
M231313	10075
M231314	65012
M231315	65013
M231316	64984
M231317	64985
M231318	64986
M231319	64987
M231320	64988
M231321	64989
M231322	64990
M231323	64991
M231324	64992
M231325	64993
M231326	64994
M231327	64995
M231328	64996
M231329	64997
M231330	64998
M231331	64999
M231338	64969
M231340	64970
M231343	10073
M231344	64971
M231345	64972
M231346	64973
M231347	64974
M231348	64975
M231349	64976
M231350	64977
M231351	64978
M231352	64979
M231353	10073
M231354	64980
M231355	64981
M231356	64982
M231357	64983
M231358	64957
M231359	64958
M231360	10069
M231361	10070
M231362	64959
M231363	10071
M231364	64960
M231365	64961
M231366	64962
M231367	10071
M231368	10072
M231369	64963
M231370	10070
M231371	64964
M231372	10072
M231374	10069
M231377	64965
M231379	64966
M23138	64967
M231381	64968
M231384	64937
M231385	64938
M231386	64939
M231389	64940
M231391	64941
M231392	64942
M231393	64943
M231394	64944
M231395	64945
M231396	64946
M231397	64947
M231398	64948
M231399	64949
M2314	64950
M23140	64951
M231400	64952
M231401	64953
M231402	64954
M231403	64919
M231404	64920
M231405	64921
M231406	64922
M231407	64923
M231408	64924
M231409	64925
M231410	64926
M231411	64927
M231412	64928
M231413	64929
M231414	64930
M231415	64931
M231416	64932
M231417	64933
M231418	64934
M231419	64935
M231420	64936
M231421	64901
M231422	64902
M231423	64903
M231424	64904
M231425	64905
M231426	64906
M231427	64907
M231428	64908
M231429	64909
M231430	64910
M231431	64911
M231432	64912
M231433	64913
M231434	64914
M231435	64915
M231436	64916
M231437	64917
M231438	64918
M231439	64887
M23144	64888
M231440	64889
M231441	64890
M231447	64891
M231448	64892
M231449	64893
M231450	10065
M231451	10066
M231452	64894
M231453	64895
M231454	64896
M231455	64897
M231456	10067
M231457	10067
M231458	10065
M231459	64898
M231460	10066
M231461	64899
M231462	10068
M231463	10068
M231464	64900
M231465	64870
M231466	64871
M231467	64872
M231468	64873
M231469	64874
M23147	10064
M231470	64875
M231471	10064
M231472	64876
M231473	64877
M231474	64878
M231475	64879
M231476	64880
M231477	64881
M231478	64882
M231479	64883
M23148	64884
M231480	64885
M231481	64886
M231482	64853
M231483	64854
M231484	64855
M231486	64856
M231488	64857
M231489	64858
M23149	2448
M231490	64859
M231491	64860
M231492	64861
M231493	64862
M231494	2448
M231495	64863
M231496	64864
M231497	2448
M231498	64865
M231499	64866
M2315	64867
M23150	64868
M231500	64869
M231501	64838
M231503	64839
M231504	64840
M231505	64841
M231506	10061
M231507	64842
M231508	64843
M231509	64844
M23151	10062
M231510	10063
M231511	10063
M231512	64845
M231513	10062
M231514	64846
M231515	64847
M231516	10061
M231517	64848
M231518	64849
M231519	64850
M231520	64851
M231521	64852
M231522	64822
M231523	64823
M231524	64824
M231525	64825
M231526	64826
M231527	10060
M231528	2447
M231529	2447
M231530	64827
M231531	64828
M231532	64829
M231535	2447
M23155	64830
M231557	64831
M231559	64832
M231561	64833
M231562	64834
M231563	64835
M231564	64836
M231565	10060
M231566	64837
M231567	64805
M231568	64806
M231569	64807
M231570	64808
M231571	64809
M231572	64810
M231573	64811
M231574	64812
M231575	64813
M231576	10059
M231577	10059
M231578	64814
M231579	64815
M231580	64816
M231581	64817
M231582	64818
M231583	64819
M231584	64820
M231585	64821
M231586	64791
M231587	64792
M23159	64793
M231591	64794
M231592	10055
M231593	10056
M231594	64795
M231595	64796
M231596	10057
M231597	64797
M231598	64798
M231599	64799
M23160	64800
M231600	10056
M231601	10058
M231602	10057
M231603	64801
M231604	10055
M231605	64802
M231606	64803
M231607	10058
M231608	64804
M231609	64775
M23161	10053
M231610	64776
M231611	64777
M231612	64778
M231613	64779
M231614	64780
M231615	10053
M231616	64781
M231617	64782
M231618	64783
M231619	64784
M231620	64785
M231621	64786
M231622	10054
M231623	64787
M231624	64788
M231625	64789
M231626	10054
M231627	64790
M231628	64759
M231629	64760
M231630	64761
M231631	64762
M231632	64763
M231633	64764
M231634	10051
M231635	64765
M231636	10052
M231637	64766
M231638	64767
M231639	64768
M231640	64769
M231641	64770
M231642	64771
M231643	64772
M231644	10051
M231645	64773
M231646	10052
M231647	64774
M231648	64743
M231649	2446
M231650	2446
M231651	2446
M231652	64744
M231653	64745
M231654	64746
M231659	64747
M23166	64748
M231660	64749
M231662	64750
M231664	64751
M231668	64752
M231669	64753
M231670	64754
M231671	64755
M231672	64756
M231673	10050
M231675	10050
M231676	64757
M231677	64758
M231678	64726
M231679	64727
M231680	64728
M231681	64729
M231682	64730
M231684	9996
M231686	64731
M231687	64732
M231688	64733
M231689	64734
M231690	64735
M231691	64736
M231692	64737
M231693	64738
M231694	64739
M231695	64740
M231696	64741
M231697	64742
M231698	64710
M231699	64711
M2317	64712
M231700	64713
M231701	64714
M231702	64715
M231703	64716
M231704	64717
M23171	64718
M231715	64719
M23172	10049
M231723	64720
M231724	64721
M231725	64722
M231726	64723
M231727	10049
M231728	64724
M231729	64725
M231730	64693
M231731	64694
M231732	64695
M231733	64696
M231734	64697
M231735	64698
M231736	64699
M231737	64700
M231738	64701
M231739	64702
M231740	64703
M231741	64704
M231742	64705
M231743	64706
M231746	64707
M231747	64708
M231748	64709
M231749	64677
M23175	64678
M231750	64679
M231751	64680
M231752	64681
M231753	64682
M231754	64683
M231756	64684
M231757	62686
M231758	64685
M231759	64686
M231760	64687
M231761	64688
M231762	64689
M231763	64690
